RowNumber;CustomerId;Surname;CPF;CEP;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
4538;15777436;Murray;4.36805E+11;5500740;710;Spain;Female;31;5;0;2;1;0;9561.73;0
4539;15676835;Anayolisa;6.91784E+11;7296643;710;Spain;Male;33;1;0;2;1;0;168313.17;0
4540;15574206;Shillito;4.61314E+11;6865409;718;France;Female;37;7;0;2;1;1;55100.09;0
4541;15613017;McMillan;7.82094E+11;5060876;586;Germany;Male;32;1;149814.54;1;1;0;31830.06;0
4542;15815131;Howells;8.56757E+11;5561127;617;Spain;Female;36;7;115617.24;1;1;1;71519.4;0
4543;15585455;Stewart;1.63641E+11;2694417;630;France;Male;28;9;0;2;0;0;32599.35;0
4544;15692929;Ikechukwu;8.10168E+11;9840184;791;Germany;Female;42;10;113657.41;2;0;1;139946.68;1
4545;15758081;Repina;1.31428E+11;8641325;673;Spain;Male;39;8;138160;1;1;1;110468.51;0
4546;15667476;Cox;9.61695E+11;3413411;477;Germany;Female;36;3;117700.86;1;0;0;74042;0
4547;15738248;Lo;9.04147E+11;7984127;662;France;Female;37;5;0;2;1;0;151871.84;0
4548;15672152;Grant;9.46634E+11;6420524;850;Germany;Male;37;9;122506.38;1;0;1;199693.84;1
4549;15673372;Stevenson;1.4186E+11;8476311;635;France;Female;58;1;0;1;1;1;58907.08;1
4550;15587611;Kauffmann;4.28489E+11;6365993;537;France;Male;59;9;0;2;0;0;103799.77;1
4551;15803415;Samsonova;9.3127E+11;1942792;579;France;Female;39;3;166501.17;2;1;0;93835.64;0
4552;15715673;Niu;1.82064E+11;6807732;651;Spain;Female;46;4;89743.05;1;1;0;156425.57;1
4553;15655648;Bock;1.77923E+11;5476652;610;France;Female;25;2;0;2;1;0;123723.83;0
4554;15763613;Barlow;4.41393E+11;3286962;581;France;Male;30;1;0;2;1;0;199464.08;0
4555;15660385;Stevenson;3.93079E+11;1266483;592;France;Male;39;7;0;2;1;0;83084.33;0
4556;15733261;Kung;5.89438E+11;8529695;688;Spain;Female;35;6;0;1;1;0;25488.43;1
4557;15796231;Nwankwo;8.72523E+11;5062880;681;France;Female;18;1;98894.39;1;1;1;9596.4;0
4558;15624866;Brewer;7.50613E+11;4597321;658;Germany;Male;37;3;168735.74;2;0;0;70370.24;0
4559;15623730;Ch'iu;2.55567E+11;6392147;792;France;Male;34;1;0;1;0;1;86330.32;0
4560;15668248;Quinn;7.84475E+11;2199391;528;Germany;Female;62;7;133201.17;1;0;0;168507.68;1
4561;15694518;Kodilinyechukwu;5.64536E+11;6907527;624;Spain;Female;36;0;0;2;1;0;111605.9;0
4562;15638028;Ifeanyichukwu;7.55296E+11;8893914;562;Germany;Male;31;4;127237.25;2;0;1;143317.42;0
4563;15795895;Yermakova;1.93433E+11;3885425;678;Germany;Male;36;1;117864.85;2;1;0;27619.06;0
4564;15694376;Sullivan;7.14233E+11;2243794;705;Germany;Female;64;3;153469.26;3;0;0;146573.66;1
4565;15669204;Grant;3.47455E+11;1147273;650;Germany;Male;23;4;93911.3;2;1;0;69055.45;0
4566;15773779;Jacka;9.5265E+11;4127696;593;Spain;Female;46;2;76597.79;1;1;1;54453.72;0
4567;15580682;Tsai;4.94964E+11;1468802;652;France;Female;40;4;79927.36;2;1;1;33524.6;0
4568;15768530;Emery;4.41518E+11;5398529;554;Spain;Female;27;4;0;2;1;1;135083.73;0
4569;15672875;Piccio;7.58491E+11;4518365;584;Germany;Male;32;8;40172.91;1;1;1;137439.34;0
4570;15617082;Sanders;9.23167E+11;4309083;516;France;Male;33;7;115195.58;1;1;1;11205.5;0
4571;15760514;Sharp;7.48893E+11;9950602;789;Germany;Female;43;9;116644.29;2;1;1;60176.1;0
4572;15761775;Myers;8.70501E+11;3032694;598;Germany;Male;20;8;180293.84;2;1;1;29552.7;0
4573;15799964;Campbell;5.6408E+11;2366775;669;Germany;Female;30;7;139872.81;1;1;0;188795.85;0
4574;15693906;Abbott;6.28152E+11;5459253;645;France;Female;24;3;34547.82;1;1;1;11638.17;0
4575;15739514;Preston;5.57374E+11;3234924;659;France;Female;32;9;0;2;1;1;93155.75;0
4576;15756926;Atherton;6.61398E+11;2326212;833;Germany;Male;29;1;96462.25;2;0;1;48986.18;0
4577;15770984;Fanucci;8.15205E+11;7162596;697;Spain;Female;40;7;130334.35;2;0;1;116951.1;0
4578;15703979;Evans;5.08077E+11;8928127;580;Germany;Male;39;3;119688.81;1;1;0;137041.26;0
4579;15801821;Cookson;1.10773E+11;8037471;691;France;Male;38;1;0;2;0;0;44653.5;0
4580;15711028;Nnachetam;4.69579E+11;6614535;534;France;Male;52;1;0;3;1;1;104035.41;1
4581;15791842;Johnstone;7.37857E+11;7185388;478;France;Female;32;6;71187.24;1;1;1;110593.62;0
4582;15746127;Hort;3.40355E+11;7760548;572;France;Female;47;2;0;2;1;0;36099.7;0
4583;15663625;Johnson;7.46325E+11;5807910;501;France;Male;37;4;0;2;0;0;12470.3;0
4584;15604891;Zaytseva;8.81759E+11;2529862;624;Spain;Female;38;8;0;2;1;0;95403.41;0
4585;15589666;Sorokina;1.98451E+11;4279061;595;France;Female;39;9;136422.41;1;1;1;151757.81;0
4586;15627881;Diehl;4.31998E+11;7156059;603;France;Male;30;8;0;2;1;1;47536.46;0
4587;15664895;Onuchukwu;7.88318E+11;3433139;602;France;Female;25;0;0;2;1;1;101274.17;0
4588;15676094;Osonduagwuike;2.2858E+11;7269200;500;France;Female;34;6;0;1;1;1;140268.45;0
4589;15761720;Mead;9.84232E+11;1658111;422;France;Male;41;6;153238.88;1;1;0;11663.09;0
4590;15611961;Stewart;5.29766E+11;8269324;615;France;Male;35;7;0;2;1;0;150784.29;0
4591;15680167;Thomson;8.76427E+11;5570424;635;France;Female;78;6;47536.4;1;1;1;119400.08;0
4592;15762543;Goliwe;3.07386E+11;2539945;711;France;Female;32;1;0;2;1;0;126188.42;0
4593;15658475;Lori;3.11956E+11;5674105;834;France;Male;36;8;142882.49;1;1;0;89983.02;1
4594;15779743;Onwuamaeze;6.52893E+11;2857206;633;France;Female;44;7;0;2;1;0;29761.29;0
4595;15661532;Butusov;3.1443E+11;3706641;650;France;Female;31;1;160566.11;2;0;0;27073.81;0
4596;15782360;Rogers;9.26179E+11;4687713;743;Germany;Male;65;2;131935.51;1;1;1;96399.67;1
4597;15767908;Nicholson;5.20123E+11;9401525;567;France;Male;38;6;127678.8;2;0;0;45422.89;0
4598;15677105;Rossi;3.03609E+11;5591407;706;Germany;Female;46;4;105214.58;1;1;0;108699.59;1
4599;15641474;Hall;6.87538E+11;6124015;638;France;Male;46;9;139859.54;1;1;0;38967.29;0
4600;15624451;Huddart;8.01524E+11;5391838;641;France;Female;38;3;0;2;1;0;116466.19;0
4601;15577985;Chinomso;7.31338E+11;2991461;574;France;Female;34;5;112324.45;2;1;1;17993.43;0
4602;15571666;Shaw;3.11284E+11;8616552;642;Germany;Male;30;8;134497.27;1;0;0;43250.54;0
4603;15783691;Hargreaves;6.5106E+11;6107795;722;Spain;Female;35;1;120171.58;1;1;0;125240.8;0
4604;15671172;Swain;3.27399E+11;9089398;623;France;Male;23;1;106012.2;2;0;1;191415.94;0
4605;15731760;Butcher;3.7308E+11;4892810;681;France;Male;25;5;0;1;0;1;90860.97;0
4606;15585599;Stone;9.50254E+11;3722634;530;France;Female;34;8;0;2;0;1;141872.52;0
4607;15784958;Allan;6.70325E+11;2675175;797;France;Female;55;10;0;4;1;1;49418.87;1
4608;15734524;Wang;1.55917E+11;7004875;653;France;Male;51;3;0;1;1;0;170426.65;1
4609;15614103;Colombo;1.97153E+11;1724953;850;Germany;Male;42;8;119839.69;1;0;1;51016.02;1
4610;15794895;McKay;4.67913E+11;3567099;581;Spain;Male;34;1;0;2;0;1;81175.25;0
4611;15772381;Brient;6.09874E+11;8475971;589;Germany;Male;38;8;92219.21;1;1;0;99106.97;0
4612;15710553;Yin;7.29748E+11;8510538;555;Germany;Male;48;3;142055.41;2;0;1;79134.78;0
4613;15649292;Bellucci;3.83926E+11;9667449;748;France;Female;49;7;29602.08;1;0;0;163550.58;1
4614;15792565;Duncan;3.49743E+11;5897959;745;France;Female;46;7;0;2;1;1;67769.94;0
4615;15718245;Pirozzi;3.99021E+11;1318419;730;France;Male;34;1;0;2;1;1;126592.01;0
4616;15703117;Findlay;5.9669E+11;8153730;565;France;Female;44;1;0;2;0;1;89602.81;0
4617;15758136;King;5.52876E+11;7238468;778;France;Male;37;3;141803.77;1;0;1;179421.84;0
4618;15799932;Iweobiegbunam;6.64045E+11;2008647;812;France;Male;24;10;0;2;1;1;156906.15;0
4619;15633516;Tucker;6.75885E+11;7801706;526;France;Male;42;1;0;1;0;1;168486.02;0
4620;15622532;Izmailova;5.65452E+11;2871391;708;France;Female;47;0;126589.12;2;0;1;132730.07;1
4621;15798960;Meng;7.04391E+11;9240285;680;France;Male;33;2;108393.35;1;0;1;39057.67;0
4622;15698664;Liang;7.20058E+11;8820353;567;Spain;Male;43;2;115643.58;2;0;0;174606.35;0
4623;15703614;Hutchinson;9.38963E+11;9197195;564;Spain;Male;48;5;132876.23;1;1;0;79259.77;0
4624;15699195;Shen;6.1603E+11;7025293;709;France;Female;24;3;110949.41;1;1;1;168515.61;0
4625;15710543;Okwuoma;4.71202E+11;5377245;629;France;Male;46;1;130666.2;1;1;1;161125.67;1
4626;15695499;Chinwemma;5.76422E+11;4205661;510;France;Female;45;10;103821.47;2;0;1;77878.62;0
4627;15622321;Golubova;2.76291E+11;9851417;506;France;Female;32;3;0;1;1;1;80823.02;0
4628;15715744;Schiavone;9.05875E+11;6658361;605;France;Male;39;7;0;1;0;1;119348.28;0
4629;15788151;Moore;9.86586E+11;5667317;650;Spain;Male;32;1;132187.73;2;1;1;178331.36;0
4630;15687153;Graham;3.16841E+11;9186240;850;Germany;Male;49;8;98649.55;1;1;0;119174.88;1
4631;15684958;Amadi;9.48921E+11;1507748;489;Germany;Male;38;2;126444.08;2;1;1;82662.73;0
4632;15706116;McKay;8.49337E+11;5453642;659;Germany;Female;30;8;154159.51;1;1;0;40441.1;0
4633;15740557;Fedorova;7.56476E+11;5316725;753;France;Female;43;5;0;2;1;0;109881.71;0
4634;15707291;Percy;8.59534E+11;1621212;477;Germany;Male;48;8;129250;2;1;1;157937.35;0
4635;15583353;Floyd;7.35232E+11;1045516;610;Spain;Female;45;3;0;1;1;0;38276.84;1
4636;15761024;Long;5.55723E+11;6585326;619;France;Female;33;2;167733.51;2;1;1;65222.48;0
4637;15630709;Castiglione;5.13881E+11;3082526;619;Germany;Female;31;2;56116.3;2;0;0;2181.94;0
4638;15639590;Melendez;4.46766E+11;5847221;758;France;Female;30;3;141581.08;1;1;0;156249.06;0
4639;15659399;Mazzi;6.7099E+11;9197629;516;Germany;Male;50;7;139675.07;2;1;0;45591.23;0
4640;15567078;Kovaleva;9.73042E+11;5089576;789;France;Female;27;8;66201.96;1;1;1;79458.12;0
4641;15696373;Gill;8.85755E+11;2513568;687;France;Female;44;9;0;2;0;0;103042.2;1
4642;15786617;Arcuri;4.72981E+11;4759394;485;Germany;Male;34;3;133658.24;1;1;0;70209.83;0
4643;15657449;Chukwuma;9.53915E+11;8298806;446;Germany;Male;25;3;136202.78;1;1;0;176743.51;0
4644;15672594;Stevenson;4.5067E+11;3519122;597;France;Female;60;0;131778.08;1;0;0;10703.53;1
4645;15714240;Ponomarev;6.67842E+11;6282134;712;Spain;Male;74;5;0;2;0;0;151425.82;0
4646;15782144;Gilroy;7.90836E+11;5110224;522;France;Female;34;3;0;2;1;1;3894.34;0
4647;15665008;Sidorov;1.54059E+11;2352129;805;Germany;Female;26;8;42712.87;2;1;1;28861.69;0
4648;15581733;Bates;3.44452E+11;1640088;781;France;Female;28;4;0;2;1;0;177703.15;0
4649;15751392;Fanucci;6.25484E+11;9375300;689;Spain;Female;57;4;0;2;1;0;136649.8;1
4650;15785815;Toscano;3.91511E+11;3041328;670;Germany;Male;31;1;142631.54;2;1;1;175894.24;0
4651;15664214;Hearn;3.40745E+11;2053593;670;France;Male;33;2;141204.65;2;1;0;76257.46;0
4652;15579996;Iroawuchi;6.28894E+11;5816744;524;Germany;Female;25;7;131402.21;1;0;0;193668.49;0
4653;15675252;Martin;2.51226E+11;5087194;734;Spain;Female;39;3;92636.96;2;1;1;125671.29;0
4654;15579617;Sinclair;6.85592E+11;4825053;489;France;Female;51;3;0;2;0;1;174098.28;1
4655;15593976;Swanson;5.99627E+11;3574536;578;Germany;Female;31;5;102088.68;4;0;0;187866.21;1
4656;15716041;Chinomso;2.95864E+11;9833313;622;Spain;Male;39;9;0;2;0;1;100862.36;0
4657;15654489;Fomin;5.66456E+11;7239612;843;France;Female;38;8;134887.53;1;1;1;10804.04;0
4658;15736302;McKay;4.75423E+11;1914561;687;France;Male;48;4;0;2;1;1;170893.85;0
4659;15805909;Bergamaschi;1.93148E+11;1685434;700;Spain;Male;28;8;159900.38;1;0;0;22698.56;0
4660;15572762;Matveyeva;7.47841E+11;3389059;410;Germany;Female;50;2;102278.79;2;1;0;89822.48;0
4661;15724632;Madukaego;4.17395E+11;5142843;537;France;Female;41;0;0;2;0;1;175262.49;0
4662;15670416;Ferri;5.29796E+11;6271148;780;France;Female;43;0;0;1;0;1;15705.27;0
4663;15749528;Achebe;2.82821E+11;2499808;652;Spain;Male;58;6;0;2;0;1;170025.43;0
4664;15578783;Mai;8.33216E+11;8923352;620;Germany;Male;35;0;76989.97;1;1;1;17242.79;0
4665;15580719;Davis;7.73174E+11;6220111;697;France;Female;23;10;0;2;1;1;79734.23;0
4666;15656293;Davey;9.56026E+11;7549748;786;France;Male;35;3;0;2;1;0;92712.97;0
4667;15691875;Tsou;9.50139E+11;9457461;850;Germany;Female;39;5;114491.82;1;1;0;99689.48;0
4668;15596870;Marino;7.6924E+11;7910056;749;Germany;Male;54;3;144768.94;1;1;0;93336.3;1
4669;15780770;Kerr;9.48556E+11;3886714;445;France;Male;31;7;145056.59;1;1;1;175893.53;0
4670;15751491;Hsiao;9.50217E+11;9689795;443;Germany;Male;50;3;117206.3;1;1;0;42840.18;1
4671;15706200;Graham;3.44801E+11;9376879;637;Germany;Male;41;2;138014.4;2;1;0;140298.24;0
4672;15808674;Ejikemeifeuwa;9.02697E+11;1066590;616;Germany;Female;45;6;128352.59;3;1;1;144000.59;1
4673;15641411;Volkova;3.79361E+11;9172245;756;France;Female;23;1;112568.31;1;1;1;113408.11;0
4674;15764661;Wang;9.58346E+11;4478723;644;France;Male;33;2;0;1;1;0;96420.58;0
4675;15689492;Benjamin;5.63478E+11;2654331;850;Germany;Male;41;1;176958.46;2;0;1;125806.3;0
4676;15602405;Ryrie;6.97261E+11;2686347;703;Germany;Female;38;9;99167.54;1;1;0;65720.92;0
4677;15610271;Andreev;7.97109E+11;3107385;684;Spain;Female;42;3;103210.27;1;1;0;31002.03;0
4678;15791780;Ts'ao;8.30085E+11;7279551;706;Germany;Female;48;10;104478.12;3;0;1;158248.71;1
4679;15589147;Frolov;6.81421E+11;1249190;580;Spain;Male;61;8;125921.37;1;1;1;94677.83;0
4680;15756975;Montemayor;3.41446E+11;2148289;777;Spain;Female;35;3;0;2;1;1;17257.72;0
4681;15729582;Fu;3.97509E+11;7990417;676;Germany;Male;48;3;80697.44;1;0;0;101397.86;0
4682;15742971;Whitehead;9.3872E+11;1134478;708;France;Female;44;2;161887.81;2;1;0;84870.23;0
4683;15568046;Izuchukwu;9.76138E+11;1599540;809;France;Male;24;7;109558.36;1;1;0;183515.13;0
4684;15694890;Lai;6.98324E+11;4548962;588;France;Male;38;1;124271.26;1;1;0;75969.19;0
4685;15736963;Herring;7.55517E+11;8225734;623;France;Male;43;1;0;2;1;1;146379.3;0
4686;15646490;Duffy;3.61552E+11;5928151;537;Spain;Male;42;1;190569.23;1;0;1;127154.8;0
4687;15607314;Chiefo;4.12262E+11;2670302;536;Spain;Male;53;2;143923.96;1;1;0;2019.78;1
4688;15576745;Fyodorov;3.86337E+11;8628481;769;France;Male;48;2;96542.16;2;0;1;197885.72;0
4689;15669606;Chu;4.80727E+11;8914842;690;France;Male;33;5;0;2;1;0;138017.68;0
4690;15737832;Robertson;7.62247E+11;2425472;771;Spain;Male;45;0;139825.56;1;0;0;170984.97;1
4691;15681990;Palmerston;2.94401E+11;6987244;497;Germany;Male;24;6;111769.14;2;1;0;55859.27;0
4692;15758050;Madukwe;4.04921E+11;4441829;622;Spain;Male;37;4;0;2;1;0;4459.5;0
4693;15787848;Chinedum;3.8323E+11;1997505;602;Spain;Male;30;9;113672.18;2;0;0;102135.92;0
4694;15713594;French;4.45167E+11;5751314;543;France;Female;32;7;147256.86;1;1;0;112771.95;0
4695;15588186;Polyakov;6.9895E+11;2219186;520;Spain;Male;45;7;107023.03;1;1;0;32903.93;0
4696;15786739;Clements;8.48989E+11;1637479;669;France;Male;37;1;125529.55;1;1;1;162260.93;0
4697;15699467;Connor;3.74495E+11;4607831;631;Spain;Female;41;0;0;1;0;0;87959.83;0
4698;15680706;Balashov;2.57332E+11;4608127;537;Germany;Male;48;4;131834.8;1;1;0;166476.95;1
4699;15645717;Avdeeva;4.24062E+11;6383329;732;France;Male;62;2;0;2;1;1;25438.87;0
4700;15748597;Chester;7.90177E+11;8477547;844;Spain;Male;56;5;99529.7;1;0;1;157230.06;1
4701;15773709;Hung;7.1972E+11;7871186;838;Spain;Male;35;0;0;2;0;1;197305.91;0
4702;15629787;Tu;5.93652E+11;6881168;652;France;Male;27;10;107303.72;2;0;0;44435.76;0
4703;15661007;Thompson;5.04522E+11;7519379;660;France;Male;33;0;72783.42;1;0;0;181051.99;0
4704;15686812;Jones;1.33169E+11;5076184;692;Spain;Female;44;8;0;1;0;1;159069.37;0
4705;15754113;Li;9.63363E+11;8243338;588;France;Female;35;0;0;2;1;1;155485.24;0
4706;15749489;Denisova;5.51201E+11;6549196;533;Germany;Female;22;10;115743.6;1;0;0;43852.05;0
4707;15574352;Clogstoun;3.82346E+11;6195361;850;France;Male;43;4;161256.53;1;1;1;140071.57;0
4708;15701281;Tan;3.5646E+11;6479459;511;France;Male;27;8;0;2;1;1;49089.36;0
4709;15811985;Power;5.80811E+11;1581920;530;Spain;Male;44;6;0;2;0;0;55893.37;0
4710;15713505;Harriman;2.28598E+11;9240782;554;France;Male;31;1;0;2;0;1;192660.55;0
4711;15685653;Benson;8.44115E+11;5881539;585;Germany;Female;40;3;162261.01;2;1;0;137028.51;0
4712;15758831;Thornton;4.58908E+11;2608778;754;France;Male;39;3;74896.33;1;0;0;34430.16;0
4713;15618774;White;5.84349E+11;4073844;474;France;Male;54;3;0;1;1;0;108409.17;1
4714;15764448;Mackenzie;6.40671E+11;1296134;837;Germany;Male;35;0;144037.6;1;1;0;145325.32;0
4715;15611024;Kalinina;9.29133E+11;7025389;567;France;Female;23;9;93522.2;1;0;1;81425.61;0
4716;15738220;Bennet;4.59957E+11;8853457;800;Spain;Male;38;1;0;2;1;0;51553.43;0
4717;15805764;Hallahan;8.7965E+11;4313182;646;France;Male;18;10;0;2;0;1;52795.15;0
4718;15580487;Martin;7.89003E+11;9778480;627;Germany;Male;38;8;106922.92;2;0;1;84270.09;0
4719;15675787;Rivera;4.86737E+11;7872816;505;France;Male;26;8;112972.57;1;1;0;145011.62;0
4720;15583580;Chiawuotu;2.44018E+11;1798277;566;Germany;Female;35;1;123042;1;1;0;66245.44;1
4721;15780654;Sergeyev;7.65488E+11;5407657;619;Germany;Female;33;3;100488.92;2;0;1;36446.74;0
4722;15695034;Christie;2.27956E+11;1494661;757;France;Female;44;4;123322.15;1;1;0;137136.29;0
4723;15805671;Louis;1.111E+11;6877509;648;France;Male;32;0;0;1;0;1;117323.31;0
4724;15790658;Iqbal;6.69802E+11;6815568;621;Spain;Male;42;8;68683.68;1;1;1;74157.71;0
4725;15578648;Marino;3.45693E+11;3775428;543;Germany;Male;49;6;59532.18;1;1;0;104253.56;0
4726;15734987;Robertson;1.31575E+11;1437807;658;France;Female;43;7;140260.36;2;1;0;2748.72;0
4727;15721740;Pai;4.48828E+11;9006517;633;Germany;Male;50;7;88302.65;1;1;1;195937.16;0
4728;15641822;Barese;1.44237E+11;8175801;648;France;Female;19;1;0;2;0;1;22101.86;0
4729;15765650;Chigolum;6.5556E+11;9388053;501;Germany;Male;40;5;114655.58;1;0;0;126535.92;0
4730;15788556;Trouette;1.97291E+11;6210699;683;France;Female;42;4;148283.94;1;1;1;44692.63;1
4731;15576550;Ugochukwu;8.74434E+11;3892621;619;Spain;Female;38;1;0;1;1;0;112442.63;1
4732;15622230;Cribb;4.99617E+11;9092015;705;France;Female;35;3;0;2;0;1;66331.01;0
4733;15653937;McIntyre;5.18692E+11;4286233;638;Germany;Female;53;1;123916.67;1;1;0;16657.68;1
4734;15743538;Pickering;3.2061E+11;6740572;710;France;Female;31;1;0;2;1;0;20081.3;0
4735;15591740;Fletcher;3.80695E+11;6543280;590;France;Female;54;4;0;2;1;1;93820.49;1
4736;15650086;Uchenna;3.97174E+11;1126483;725;France;Male;43;2;165896;2;1;0;130795.52;0
4737;15718773;Pisano;4.3965E+11;9879739;638;France;Female;32;0;0;2;1;0;160129.99;0
4738;15615140;Corson;5.87605E+11;8211972;791;France;Male;36;6;111168.97;1;1;1;189969.91;0
4739;15644361;Hooper;6.85816E+11;7410709;702;France;Female;40;1;103549.24;1;0;0;9712.52;1
4740;15774536;He;6.77212E+11;1434255;607;France;Female;32;6;0;2;0;0;196062.01;0
4741;15618661;Chidubem;4.53648E+11;9567255;535;France;Male;30;6;103804.97;1;1;1;125710.53;0
4742;15605020;Schofield;3.64866E+11;6703682;651;France;Male;45;2;165901.59;2;1;0;23054.51;1
4743;15762134;Liang;9.01476E+11;8843081;506;Germany;Male;59;8;119152.1;2;1;1;170679.74;0
4744;15685279;Somadina;4.61301E+11;5532379;511;Spain;Female;57;8;122950.31;1;1;1;181258.76;0
4745;15582849;McIntosh;8.21528E+11;1426691;757;France;Female;51;1;0;1;1;1;22835.13;1
4746;15655410;Hinton;8.57892E+11;4194579;768;Germany;Male;49;1;133384.66;1;1;0;102397.22;1
4747;15649129;Sal;5.21721E+11;8404704;757;France;Male;32;9;0;2;1;0;115950.96;0
4748;15702380;De Luca;9.49631E+11;1456375;663;Spain;Male;64;6;0;2;0;1;15876.52;0
4749;15759067;Bromby;4.23133E+11;7485566;537;Germany;Female;37;7;158411.95;4;1;1;117690.58;1
4750;15683027;Chang;2.57846E+11;3043201;570;Germany;Male;29;4;122028.65;2;1;1;173792.77;0
4751;15597487;Hunter;8.65106E+11;6551764;850;France;Female;35;5;0;1;1;1;80992.8;0
4752;15763256;Sheppard;6.94086E+11;1057279;661;Germany;Female;64;8;128751.65;2;1;0;189398.18;1
4753;15620111;Fan;8.22359E+11;7631003;659;France;Male;54;8;133436.52;1;1;0;56787.8;0
4754;15623053;Muir;1.46182E+11;1627742;454;Spain;Male;40;2;123177.01;1;1;0;148309.98;0
4755;15595592;Lai;4.9076E+11;9532377;708;France;Female;59;2;0;1;1;0;179673.11;1
4756;15740072;Padovesi;3.17114E+11;5616670;720;France;Female;37;2;120328.88;2;1;1;138470.21;0
4757;15778005;Kemp;1.64095E+11;2402052;785;France;Female;39;1;130147.98;1;1;0;163798.41;1
4758;15583278;Greece;7.31709E+11;3366104;743;Spain;Female;36;8;92716.96;1;1;1;33693.78;0
4759;15601263;Young;7.6872E+11;9663194;493;Spain;Female;48;7;0;2;1;0;48545.1;0
4760;15709222;Chukwueloka;2.20684E+11;4141402;557;Spain;Male;34;3;0;1;0;1;123427.98;0
4761;15713949;Woods;1.04504E+11;1505166;850;France;Male;40;1;76914.21;1;1;0;174183.44;0
4762;15717706;Forbes;6.1388E+11;8668618;799;France;Female;32;3;106045.92;2;1;1;17938;0
4763;15756071;Kang;2.05219E+11;4407661;756;France;Male;34;1;103133.26;1;1;1;90059.04;0
4764;15696564;Nweke;3.34103E+11;1926845;752;France;Male;38;0;145974.79;2;1;1;137694.23;0
4765;15657637;Ts'ui;3.98098E+11;2828096;696;Spain;Female;36;3;0;3;1;0;65039.9;0
4766;15755863;Milano;1.62459E+11;8381808;630;Spain;Female;49;1;0;2;0;1;162858.29;0
4767;15719858;Chao;1.05995E+11;5446525;659;Spain;Female;38;9;0;2;1;1;35701.06;0
4768;15688876;Wan;4.49438E+11;6115971;685;Spain;Male;39;9;0;2;1;1;18826.06;0
4769;15698528;Napolitani;5.2288E+11;5706764;599;Spain;Female;31;3;0;1;1;1;130086.47;1
4770;15770345;Kovaleva;1.86286E+11;5788356;559;Spain;Female;31;1;139183.06;1;0;1;143360.56;0
4771;15761506;Russell;5.77477E+11;7367750;615;Spain;Male;19;5;0;2;1;0;159920.92;0
4772;15716619;Chiebuka;3.16396E+11;9586909;580;Germany;Female;36;3;74974.89;1;1;1;12099.67;0
4773;15788367;Ellis;4.67769E+11;2571324;487;Spain;Male;44;6;61691.45;1;1;1;53087.98;0
4774;15709451;Gordon;7.40765E+11;2514563;646;Germany;Female;35;1;121952.75;2;1;1;142839.82;0
4775;15640421;Conway;2.06421E+11;4468931;811;France;Female;35;7;0;1;1;1;178.19;0
4776;15580068;Buccho;2.06099E+11;5732265;526;Spain;Male;35;5;0;2;1;1;105618.14;0
4777;15677123;Aksyonova;4.32608E+11;2754066;767;Spain;Male;37;7;0;2;1;1;24734.25;0
4778;15619801;Batty;2.77012E+11;1195349;548;France;Female;33;1;80107.83;2;0;1;82245.67;0
4779;15582246;Rowe;6.17829E+11;3606444;737;Spain;Female;45;2;0;2;0;1;177695.67;0
4780;15711843;Pisani;9.44931E+11;7524429;613;Germany;Male;40;1;147856.82;3;0;0;107961.11;1
4781;15680046;Onochie;6.41392E+11;6214454;711;Spain;Male;36;8;0;2;1;0;55207.41;0
4782;15804131;Farmer;1.11738E+11;3174602;850;Spain;Female;53;7;65407.16;2;0;0;182633.63;1
4783;15722611;Cameron;2.3749E+11;8071829;752;France;Female;53;8;114233.18;1;1;1;51587.04;0
4784;15729224;Jennings;3.29933E+11;6371765;710;France;Female;37;5;0;2;1;0;115403.31;0
4785;15811588;Eluemuno;8.18811E+11;1930195;664;Spain;Female;53;7;187602.18;1;1;0;186392.99;1
4786;15702138;Swift;8.62815E+11;1580091;510;France;Female;22;3;156834.34;1;0;0;44374.44;0
4787;15749799;Pisani;1.04034E+11;1099812;577;France;Female;34;2;0;2;1;1;84033.35;0
4788;15752885;Nnonso;9.8585E+11;6057979;529;France;Male;42;1;157498.9;1;1;1;82276.62;0
4789;15674932;Cameron;9.56747E+11;6621205;757;Spain;Female;44;9;0;2;1;0;177528.92;0
4790;15743828;Stevens;4.61762E+11;4300215;691;France;Male;41;2;0;1;1;1;56850.92;1
4791;15642022;Zito;5.09583E+11;9956124;621;Spain;Male;34;8;0;1;0;0;47972.65;0
4792;15746461;Taylor;9.85349E+11;9852370;709;Spain;Male;35;2;0;2;1;0;104982.39;0
4793;15809991;Ferrari;5.31898E+11;7181887;756;Spain;Male;19;4;130274.22;1;1;1;133535.29;0
4794;15787322;Yeh;2.00031E+11;4852138;788;France;Female;41;6;0;1;1;1;25571.37;0
4795;15575498;Gould;7.31481E+11;2809387;705;France;Female;39;5;149379.66;2;1;0;96075.55;0
4796;15691387;Agafonova;5.09874E+11;7005035;483;France;Male;29;9;0;1;1;1;81634.45;0
4797;15765457;Fowler;7.05561E+11;6421351;719;Spain;Male;35;1;100829.94;1;1;1;165008.97;0
4798;15666173;Chidumaga;4.13431E+11;6113984;793;Germany;Female;32;1;96408.98;1;1;1;138191.81;0
4799;15627377;Sabbatini;4.73148E+11;2962880;593;France;Male;41;6;0;2;1;1;99136.49;0
